orderid,warehouse,store,city,state,category,product,order_date,units_sold,unit_price,total_amount
ORD533153,Swire Coca-Cola,Target,Miami,Florida,Soft Drinks,Fanta,2023-11-12,750,1.4,1050.0
ORD892126,Coca-Cola Bottling Co. Consolidated,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-27,64,1.72,110.08
ORD376377,Coca-Cola Beverages Florida,Costco,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-15,58,2.86,165.88
ORD904543,Coca-Cola Bottling Company United,Walgreens,Seattle,Washington,Water,Smartwater,2023-03-21,568,2.21,1255.28
ORD140024,Swire Coca-Cola,Costco,Los Angeles,California,Water,Dasani,2023-05-15,661,3.25,2148.25
ORD690732,Coca-Cola Bottling Company United,Walgreens,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-27,129,1.4,180.6
ORD342748,Coca-Cola Bottling Company United,7-Eleven,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-28,872,1.32,1151.04
ORD491145,Coca-Cola Bottling Company United,Target,Los Angeles,California,Soft Drinks,Dr Pepper,2023-03-10,966,2.02,1951.32
ORD743192,Coca-Cola Bottling Company United,Safeway,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-06-12,153,2.02,309.06
ORD475521,Coca-Cola Beverages Florida,Target,Phoenix,Arizona,Water,Aquafina,2023-06-10,78,1.1,85.8
ORD686539,Coca-Cola Bottling Co. Consolidated,7-Eleven,Atlanta,Georgia,Soft Drinks,Sprite,2023-10-27,635,2.62,1663.7
ORD778023,Coca-Cola Beverages Florida,Kroger,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-07,755,1.95,1472.25
ORD694209,Coca-Cola Bottling Company United,CVS,Phoenix,Arizona,Water,Dasani,2023-08-29,854,2.27,1938.58
ORD335073,Swire Coca-Cola,Kroger,Houston,Texas,Soft Drinks,Sprite,2023-11-14,118,1.1,129.8
ORD643262,Coca-Cola Bottling Co. Consolidated,Walmart,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-21,981,3.44,3374.64
ORD462261,Coca-Cola Beverages Florida,CVS,Houston,Texas,Soft Drinks,Fanta,2023-09-12,92,2.64,242.88
ORD643859,Swire Coca-Cola,Walmart,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-02-11,102,1.81,184.62
ORD731136,Reyes Coca-Cola Bottling,Walgreens,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-09,781,2.6,2030.6
ORD507010,Reyes Coca-Cola Bottling,7-Eleven,Denver,Colorado,Soft Drinks,Fanta,2023-04-28,299,2.19,654.81
ORD427683,Coca-Cola Beverages Florida,Walgreens,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-19,807,2.45,1977.15
ORD211346,Coca-Cola Beverages Florida,Sam's Club,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-05-31,939,2.47,2319.33
ORD364504,Coca-Cola Bottling Co. Consolidated,Kroger,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-13,612,2.41,1474.92
ORD955605,Coca-Cola Bottling Co. Consolidated,Walmart,Miami,Florida,Water,Aquafina,2023-09-06,169,2.14,361.66
ORD885762,Swire Coca-Cola,CVS,Denver,Colorado,Water,Smartwater,2023-09-21,201,2.02,406.02
ORD645712,Coca-Cola Bottling Co. Consolidated,Walmart,Miami,Florida,Water,Aquafina,2023-11-25,173,2.0,346.0
ORD786217,Coca-Cola Bottling Co. Consolidated,7-Eleven,Boston,Massachusetts,Water,Aquafina,2023-12-31,539,1.93,1040.27
ORD256778,Coca-Cola Beverages Florida,CVS,Denver,Colorado,Water,Aquafina,2023-01-19,109,1.38,150.42
ORD396771,Coca-Cola Beverages Florida,CVS,Denver,Colorado,Water,Dasani,2023-11-16,683,2.2,1502.6
ORD515831,Coca-Cola Bottling Company United,Safeway,Chicago,Illinois,Soft Drinks,Diet Coke,2023-01-25,55,2.54,139.7
ORD426938,Coca-Cola Beverages Florida,7-Eleven,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-06,577,2.25,1298.25
ORD131427,Coca-Cola Beverages Florida,Safeway,Los Angeles,California,Soft Drinks,Sprite,2023-02-22,624,3.35,2090.4
ORD145703,Coca-Cola Bottling Co. Consolidated,Kroger,New York,New York,Soft Drinks,Coca-Cola Classic,2023-01-12,495,1.59,787.05
ORD473203,Coca-Cola Bottling Co. Consolidated,CVS,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-08,802,2.41,1932.82
ORD261324,Swire Coca-Cola,Safeway,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-08-03,140,3.25,455.0
ORD557681,Coca-Cola Bottling Co. Consolidated,7-Eleven,Denver,Colorado,Water,Dasani,2023-03-04,516,1.81,933.96
ORD446512,Coca-Cola Bottling Company United,CVS,Seattle,Washington,Water,Smartwater,2023-12-01,990,3.09,3059.1
ORD200143,Coca-Cola Bottling Company United,Kroger,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-10-25,735,1.3,955.5
ORD833121,Coca-Cola Bottling Company United,Costco,Seattle,Washington,Water,Dasani,2023-09-30,805,2.27,1827.35
ORD469924,Coca-Cola Beverages Florida,Walmart,Miami,Florida,Water,Aquafina,2023-05-05,299,1.22,364.78
ORD169006,Coca-Cola Bottling Co. Consolidated,Walmart,Houston,Texas,Water,Dasani,2023-11-21,857,1.09,934.13
ORD290749,Coca-Cola Bottling Co. Consolidated,Safeway,Seattle,Washington,Soft Drinks,Dr Pepper,2023-06-15,818,2.01,1644.18
ORD473049,Coca-Cola Beverages Florida,Costco,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-05-09,470,1.76,827.2
ORD642819,Coca-Cola Bottling Co. Consolidated,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-20,199,3.29,654.71
ORD399387,Coca-Cola Beverages Florida,CVS,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-04-24,918,2.84,2607.12
ORD323533,Coca-Cola Bottling Co. Consolidated,Publix,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-12-26,141,3.49,492.09
ORD753628,Swire Coca-Cola,Walgreens,Phoenix,Arizona,Water,Smartwater,2023-08-22,450,1.02,459.0
ORD186252,Coca-Cola Bottling Co. Consolidated,Walgreens,Houston,Texas,Water,Smartwater,2023-01-15,980,2.71,2655.8
ORD716545,Coca-Cola Beverages Florida,Walgreens,Houston,Texas,Water,Dasani,2023-05-02,581,1.83,1063.23
ORD172563,Reyes Coca-Cola Bottling,Sam's Club,Denver,Colorado,Soft Drinks,Fanta,2023-09-11,832,1.24,1031.68
ORD310877,Coca-Cola Beverages Florida,Safeway,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-02-28,412,2.83,1165.96
ORD675436,Swire Coca-Cola,Kroger,Los Angeles,California,Water,Smartwater,2023-01-14,255,2.31,589.05
ORD742487,Coca-Cola Bottling Company United,Costco,Atlanta,Georgia,Soft Drinks,Coca-Cola Classic,2023-01-11,455,1.69,768.95
ORD747316,Coca-Cola Bottling Co. Consolidated,7-Eleven,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-11,372,2.08,773.76
ORD971659,Coca-Cola Beverages Florida,Publix,New York,New York,Soft Drinks,Coca-Cola Classic,2023-03-21,599,1.47,880.53
ORD830426,Coca-Cola Bottling Co. Consolidated,Target,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-04-20,924,2.87,2651.88
ORD695985,Reyes Coca-Cola Bottling,Target,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-07-28,622,1.52,945.44
ORD960657,Coca-Cola Beverages Florida,Kroger,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-10-25,543,2.35,1276.05
ORD617553,Swire Coca-Cola,Safeway,New York,New York,Water,Smartwater,2023-07-14,406,1.27,515.62
ORD199353,Swire Coca-Cola,Sam's Club,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-12-06,789,3.27,2580.03
ORD504290,Swire Coca-Cola,Publix,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-02,902,1.58,1425.16
ORD663079,Swire Coca-Cola,Publix,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-25,756,3.28,2479.68
ORD855424,Reyes Coca-Cola Bottling,Target,Los Angeles,California,Water,Dasani,2023-05-28,485,2.78,1348.3
ORD228716,Reyes Coca-Cola Bottling,CVS,Atlanta,Georgia,Soft Drinks,Fanta,2023-04-20,399,2.28,909.72
ORD385246,Swire Coca-Cola,CVS,Atlanta,Georgia,Water,Dasani,2023-02-15,386,1.66,640.76
ORD681065,Coca-Cola Beverages Florida,Kroger,Los Angeles,California,Water,Aquafina,2023-12-04,83,1.7,141.1
ORD596740,Swire Coca-Cola,7-Eleven,Houston,Texas,Soft Drinks,Sprite,2023-12-04,547,1.65,902.55
ORD360304,Coca-Cola Bottling Co. Consolidated,Costco,New York,New York,Water,Aquafina,2023-11-03,905,1.81,1638.05
ORD351925,Coca-Cola Bottling Company United,Safeway,Denver,Colorado,Soft Drinks,Sprite,2023-04-28,717,1.82,1304.94
ORD318187,Coca-Cola Bottling Company United,Publix,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-07-18,58,1.5,87.0
ORD253413,Coca-Cola Bottling Company United,Sam's Club,Denver,Colorado,Water,Aquafina,2023-01-25,63,2.53,159.39
ORD111970,Swire Coca-Cola,Walgreens,Miami,Florida,Water,Dasani,2023-01-27,93,2.99,278.07
ORD310263,Swire Coca-Cola,Publix,New York,New York,Water,Aquafina,2023-08-23,780,1.18,920.4
ORD919693,Coca-Cola Bottling Company United,Safeway,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-04-19,946,2.74,2592.04
ORD727973,Coca-Cola Beverages Florida,7-Eleven,Houston,Texas,Soft Drinks,Sprite,2023-01-24,639,2.78,1776.42
ORD752592,Coca-Cola Bottling Company United,Target,Houston,Texas,Water,Dasani,2023-03-16,680,2.21,1502.8
ORD112127,Coca-Cola Bottling Company United,Sam's Club,Phoenix,Arizona,Water,Aquafina,2023-08-31,846,2.38,2013.48
ORD885946,Reyes Coca-Cola Bottling,Costco,Denver,Colorado,Water,Dasani,2023-10-03,810,1.85,1498.5
ORD560131,Coca-Cola Bottling Co. Consolidated,Costco,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-12-03,176,1.67,293.92
ORD149204,Swire Coca-Cola,Walmart,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-03,599,1.62,970.38
ORD425328,Coca-Cola Bottling Co. Consolidated,Target,Atlanta,Georgia,Water,Dasani,2023-06-24,191,3.06,584.46
ORD790952,Reyes Coca-Cola Bottling,CVS,Atlanta,Georgia,Soft Drinks,Sprite,2023-01-25,606,2.02,1224.12
ORD156635,Swire Coca-Cola,Target,Miami,Florida,Water,Aquafina,2023-09-28,246,1.43,351.78
ORD128078,Coca-Cola Beverages Florida,7-Eleven,New York,New York,Water,Dasani,2023-11-27,935,2.88,2692.8
ORD200334,Reyes Coca-Cola Bottling,Costco,Miami,Florida,Soft Drinks,Diet Coke,2023-10-01,201,2.22,446.22
ORD735456,Coca-Cola Bottling Co. Consolidated,Costco,Atlanta,Georgia,Soft Drinks,Sprite,2023-05-30,259,1.02,264.18
ORD879207,Swire Coca-Cola,Walgreens,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-23,762,2.57,1958.34
ORD745495,Swire Coca-Cola,7-Eleven,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-01-20,811,1.2,973.2
ORD261765,Coca-Cola Bottling Company United,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-11,598,2.61,1560.78
ORD517837,Coca-Cola Bottling Company United,Walgreens,Los Angeles,California,Soft Drinks,Fanta,2023-10-31,856,1.86,1592.16
ORD177376,Swire Coca-Cola,CVS,Denver,Colorado,Water,Dasani,2023-12-17,611,2.04,1246.44
ORD838114,Reyes Coca-Cola Bottling,Walgreens,New York,New York,Soft Drinks,Sprite,2023-05-21,973,3.39,3298.47
ORD704664,Coca-Cola Bottling Co. Consolidated,Walgreens,Seattle,Washington,Soft Drinks,Fanta,2023-06-16,951,1.69,1607.19
ORD430563,Swire Coca-Cola,7-Eleven,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-01-07,460,3.17,1458.2
ORD834137,Swire Coca-Cola,Kroger,Denver,Colorado,Water,Aquafina,2023-03-30,596,3.28,1954.88
ORD367568,Coca-Cola Bottling Co. Consolidated,Publix,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-10-26,132,3.27,431.64
ORD929163,Coca-Cola Beverages Florida,Costco,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-20,566,1.77,1001.82
ORD747909,Swire Coca-Cola,7-Eleven,Denver,Colorado,Water,Smartwater,2023-10-21,932,2.81,2618.92
ORD434142,Reyes Coca-Cola Bottling,Sam's Club,New York,New York,Water,Dasani,2023-06-28,625,1.09,681.25
ORD144253,Coca-Cola Bottling Co. Consolidated,Publix,Chicago,Illinois,Water,Smartwater,2023-07-11,716,1.8,1288.8
ORD116596,Coca-Cola Beverages Florida,Sam's Club,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-10-27,480,2.72,1305.6
ORD783282,Swire Coca-Cola,Walmart,Boston,Massachusetts,Water,Dasani,2023-10-18,366,3.18,1163.88
ORD380008,Coca-Cola Bottling Co. Consolidated,Walmart,Phoenix,Arizona,Water,Aquafina,2023-10-15,871,3.0,2613.0
ORD850444,Reyes Coca-Cola Bottling,Costco,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-02-14,202,3.08,622.16
ORD314216,Reyes Coca-Cola Bottling,Kroger,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-12-17,308,1.75,539.0
ORD515450,Swire Coca-Cola,Walmart,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-11-20,651,1.57,1022.07
ORD715358,Reyes Coca-Cola Bottling,Target,Los Angeles,California,Soft Drinks,Dr Pepper,2023-11-27,790,2.08,1643.2
ORD622346,Reyes Coca-Cola Bottling,Publix,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-30,321,1.3,417.3
ORD813361,Coca-Cola Bottling Company United,Kroger,Denver,Colorado,Water,Aquafina,2023-03-30,382,1.79,683.78
ORD197228,Reyes Coca-Cola Bottling,Walgreens,Los Angeles,California,Soft Drinks,Sprite,2023-06-01,241,2.58,621.78
ORD923696,Reyes Coca-Cola Bottling,Publix,Boston,Massachusetts,Soft Drinks,Fanta,2023-08-04,525,3.18,1669.5
ORD756549,Coca-Cola Beverages Florida,Kroger,Chicago,Illinois,Soft Drinks,Dr Pepper,2023-02-28,149,3.0,447.0
ORD523510,Coca-Cola Beverages Florida,Safeway,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-19,402,2.75,1105.5
ORD174258,Coca-Cola Bottling Co. Consolidated,CVS,Houston,Texas,Soft Drinks,Diet Coke,2023-10-05,371,1.26,467.46
ORD847774,Coca-Cola Bottling Company United,Safeway,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-03-24,279,1.65,460.35
ORD231305,Coca-Cola Beverages Florida,Sam's Club,Boston,Massachusetts,Water,Dasani,2023-03-09,787,2.69,2117.03
ORD166652,Coca-Cola Beverages Florida,Walgreens,Seattle,Washington,Water,Aquafina,2023-10-26,646,3.48,2248.08
ORD226587,Coca-Cola Bottling Company United,Kroger,Denver,Colorado,Soft Drinks,Diet Coke,2023-09-20,139,2.04,283.56
ORD316569,Coca-Cola Beverages Florida,7-Eleven,Chicago,Illinois,Water,Dasani,2023-07-25,438,1.3,569.4
ORD521407,Coca-Cola Bottling Co. Consolidated,Publix,Boston,Massachusetts,Water,Aquafina,2023-09-01,890,1.0,890.0
ORD376370,Coca-Cola Beverages Florida,Walgreens,Denver,Colorado,Soft Drinks,Fanta,2023-11-29,306,2.26,691.56
ORD144418,Coca-Cola Beverages Florida,Publix,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-06-10,350,2.33,815.5
ORD277719,Coca-Cola Beverages Florida,Target,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-16,288,1.96,564.48
ORD146280,Coca-Cola Beverages Florida,Walgreens,Boston,Massachusetts,Water,Aquafina,2023-10-17,210,1.18,247.8
ORD296178,Swire Coca-Cola,Walmart,Miami,Florida,Water,Dasani,2023-09-18,907,1.74,1578.18
ORD542780,Swire Coca-Cola,Walgreens,Houston,Texas,Water,Smartwater,2023-02-25,522,3.45,1800.9
ORD666731,Coca-Cola Bottling Company United,7-Eleven,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-11-10,972,1.26,1224.72
ORD843447,Coca-Cola Bottling Company United,Walmart,Chicago,Illinois,Water,Dasani,2023-12-11,857,1.92,1645.44
ORD641303,Swire Coca-Cola,Safeway,Boston,Massachusetts,Water,Smartwater,2023-07-23,751,2.87,2155.37
ORD719436,Coca-Cola Beverages Florida,Target,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-19,875,2.79,2441.25
ORD772678,Coca-Cola Bottling Company United,Kroger,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-02,876,1.02,893.52
ORD782142,Coca-Cola Bottling Co. Consolidated,Safeway,Houston,Texas,Water,Dasani,2023-03-27,685,2.48,1698.8
ORD778572,Reyes Coca-Cola Bottling,Kroger,Seattle,Washington,Water,Dasani,2023-09-01,777,2.26,1756.02
ORD480048,Reyes Coca-Cola Bottling,Walgreens,Miami,Florida,Water,Smartwater,2023-12-04,147,1.31,192.57
ORD824336,Swire Coca-Cola,Walmart,Denver,Colorado,Soft Drinks,Sprite,2023-04-22,997,1.94,1934.18
ORD164537,Coca-Cola Bottling Company United,Walmart,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-28,597,1.05,626.85
ORD873799,Coca-Cola Bottling Co. Consolidated,Walmart,New York,New York,Water,Smartwater,2023-11-07,780,2.62,2043.6
ORD406246,Coca-Cola Bottling Company United,Publix,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-06-09,485,1.59,771.15
ORD517391,Reyes Coca-Cola Bottling,Costco,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2024-01-01,438,2.43,1064.34
ORD863550,Swire Coca-Cola,Target,Denver,Colorado,Water,Aquafina,2023-08-17,761,2.61,1986.21
ORD762345,Coca-Cola Beverages Florida,Kroger,Los Angeles,California,Soft Drinks,Dr Pepper,2023-11-19,365,1.04,379.6
ORD364149,Swire Coca-Cola,7-Eleven,Atlanta,Georgia,Soft Drinks,Sprite,2023-09-26,995,1.79,1781.05
ORD820659,Coca-Cola Bottling Co. Consolidated,Kroger,Miami,Florida,Water,Smartwater,2023-08-15,642,2.63,1688.46
ORD949132,Coca-Cola Bottling Co. Consolidated,Safeway,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-04-15,111,1.36,150.96
ORD864141,Reyes Coca-Cola Bottling,Target,Phoenix,Arizona,Water,Aquafina,2023-02-15,188,2.56,481.28
ORD733639,Coca-Cola Beverages Florida,7-Eleven,Miami,Florida,Water,Aquafina,2023-02-18,579,2.4,1389.6
ORD773979,Reyes Coca-Cola Bottling,Target,Chicago,Illinois,Soft Drinks,Fanta,2023-04-29,391,2.32,907.12
ORD550535,Reyes Coca-Cola Bottling,CVS,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-16,504,2.03,1023.12
ORD331435,Reyes Coca-Cola Bottling,CVS,Houston,Texas,Water,Dasani,2023-08-26,968,1.16,1122.88
ORD364812,Coca-Cola Bottling Co. Consolidated,Kroger,Phoenix,Arizona,Water,Dasani,2023-07-19,137,2.75,376.75
ORD667859,Coca-Cola Bottling Co. Consolidated,CVS,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-04-25,637,2.39,1522.43
ORD461200,Coca-Cola Beverages Florida,CVS,Atlanta,Georgia,Soft Drinks,Sprite,2023-06-18,973,2.02,1965.46
ORD757615,Coca-Cola Beverages Florida,7-Eleven,New York,New York,Water,Dasani,2023-01-10,66,3.33,219.78
ORD159396,Swire Coca-Cola,Costco,Chicago,Illinois,Water,Aquafina,2023-03-20,839,2.88,2416.32
ORD981514,Swire Coca-Cola,Safeway,New York,New York,Water,Aquafina,2023-04-01,964,1.86,1793.04
ORD149398,Coca-Cola Beverages Florida,Costco,Miami,Florida,Water,Smartwater,2023-09-12,785,3.39,2661.15
ORD399074,Coca-Cola Beverages Florida,Safeway,New York,New York,Soft Drinks,Sprite,2023-09-02,721,2.61,1881.81
ORD998220,Coca-Cola Bottling Company United,Costco,Los Angeles,California,Water,Dasani,2023-04-10,873,2.75,2400.75
ORD158979,Reyes Coca-Cola Bottling,Safeway,Atlanta,Georgia,Soft Drinks,Fanta,2023-05-04,977,1.56,1524.12
ORD559866,Swire Coca-Cola,Walgreens,Atlanta,Georgia,Water,Aquafina,2023-12-13,423,3.0,1269.0
ORD730583,Coca-Cola Beverages Florida,Sam's Club,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-07-23,125,2.38,297.5
ORD376167,Coca-Cola Beverages Florida,7-Eleven,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-03-31,131,2.08,272.48
ORD215316,Swire Coca-Cola,Safeway,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-12-09,228,2.75,627.0
ORD183128,Reyes Coca-Cola Bottling,Costco,Phoenix,Arizona,Soft Drinks,Sprite,2023-03-01,909,2.42,2199.78
ORD928428,Coca-Cola Beverages Florida,CVS,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-12-15,290,1.36,394.4
ORD392092,Coca-Cola Bottling Co. Consolidated,Walmart,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-25,549,1.67,916.83
ORD139268,Coca-Cola Beverages Florida,Walgreens,Denver,Colorado,Water,Dasani,2023-09-19,123,2.41,296.43
ORD953531,Reyes Coca-Cola Bottling,Sam's Club,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-06-18,367,3.15,1156.05
ORD649711,Reyes Coca-Cola Bottling,Costco,Phoenix,Arizona,Water,Smartwater,2023-04-08,311,1.58,491.38
ORD659058,Coca-Cola Bottling Company United,Kroger,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-18,185,1.6,296.0
ORD436698,Coca-Cola Beverages Florida,Costco,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-10-30,655,3.38,2213.9
ORD293676,Coca-Cola Beverages Florida,Safeway,Los Angeles,California,Water,Aquafina,2023-11-02,236,2.11,497.96
ORD629543,Coca-Cola Beverages Florida,Sam's Club,Seattle,Washington,Soft Drinks,Fanta,2023-08-17,480,3.1,1488.0
ORD273357,Coca-Cola Bottling Company United,Publix,Miami,Florida,Water,Smartwater,2023-09-15,842,1.83,1540.86
ORD173461,Swire Coca-Cola,Safeway,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-06-06,685,3.37,2308.45
ORD725438,Reyes Coca-Cola Bottling,Safeway,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-14,769,2.45,1884.05
ORD378756,Swire Coca-Cola,Sam's Club,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-23,626,2.47,1546.22
ORD824305,Reyes Coca-Cola Bottling,Publix,Boston,Massachusetts,Water,Aquafina,2023-03-22,245,1.28,313.6
ORD872517,Swire Coca-Cola,Walgreens,Miami,Florida,Water,Dasani,2023-05-28,719,2.26,1624.94
ORD723123,Reyes Coca-Cola Bottling,Safeway,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-04-09,55,1.23,67.65
ORD949719,Coca-Cola Bottling Co. Consolidated,Walgreens,Miami,Florida,Soft Drinks,Diet Coke,2023-08-24,656,1.48,970.88
ORD562333,Reyes Coca-Cola Bottling,Publix,Miami,Florida,Water,Dasani,2023-03-17,384,1.34,514.56
ORD821587,Reyes Coca-Cola Bottling,Costco,Seattle,Washington,Water,Aquafina,2023-03-23,541,1.07,578.87
ORD468563,Swire Coca-Cola,Safeway,Chicago,Illinois,Water,Smartwater,2023-06-16,717,2.05,1469.85
ORD103112,Coca-Cola Bottling Company United,7-Eleven,New York,New York,Water,Dasani,2023-01-14,479,2.64,1264.56
ORD867007,Coca-Cola Bottling Co. Consolidated,Kroger,Houston,Texas,Water,Aquafina,2023-09-05,385,2.31,889.35
ORD824416,Coca-Cola Bottling Co. Consolidated,Sam's Club,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-08-13,130,2.6,338.0
ORD459321,Swire Coca-Cola,Kroger,Houston,Texas,Water,Smartwater,2023-11-19,748,2.29,1712.92
ORD656944,Coca-Cola Beverages Florida,Publix,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-07,209,3.17,662.53
ORD504928,Reyes Coca-Cola Bottling,Walgreens,Houston,Texas,Water,Dasani,2023-04-15,230,1.63,374.9
ORD139693,Swire Coca-Cola,Sam's Club,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-11-02,75,2.32,174.0
ORD788854,Reyes Coca-Cola Bottling,Walmart,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-09-22,663,2.88,1909.44
ORD795575,Reyes Coca-Cola Bottling,Costco,Miami,Florida,Soft Drinks,Coca-Cola Classic,2023-08-31,73,2.48,181.04
ORD420384,Coca-Cola Bottling Company United,Sam's Club,Denver,Colorado,Water,Aquafina,2023-10-10,763,2.94,2243.22
ORD439097,Coca-Cola Beverages Florida,Sam's Club,Seattle,Washington,Water,Aquafina,2023-11-18,334,3.0,1002.0
ORD288858,Swire Coca-Cola,Sam's Club,Denver,Colorado,Water,Aquafina,2023-10-31,301,1.25,376.25
ORD723739,Swire Coca-Cola,Safeway,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-08,233,1.93,449.69
ORD557288,Reyes Coca-Cola Bottling,Costco,Miami,Florida,Water,Aquafina,2023-03-19,754,3.32,2503.28
ORD757345,Coca-Cola Beverages Florida,7-Eleven,Atlanta,Georgia,Water,Aquafina,2023-04-28,355,1.19,422.45
ORD804707,Coca-Cola Beverages Florida,Publix,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-05,562,1.72,966.64
ORD170184,Coca-Cola Bottling Co. Consolidated,CVS,Atlanta,Georgia,Soft Drinks,Sprite,2023-07-06,223,3.3,735.9
ORD333691,Coca-Cola Bottling Co. Consolidated,Sam's Club,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-01-25,245,2.18,534.1
ORD180165,Coca-Cola Bottling Company United,Walgreens,Denver,Colorado,Soft Drinks,Dr Pepper,2023-06-19,467,2.87,1340.29
ORD638617,Coca-Cola Beverages Florida,Publix,Chicago,Illinois,Soft Drinks,Dr Pepper,2023-02-11,296,3.36,994.56
ORD364398,Reyes Coca-Cola Bottling,Walmart,Miami,Florida,Water,Dasani,2023-12-04,516,1.3,670.8
ORD305946,Coca-Cola Beverages Florida,Publix,Denver,Colorado,Soft Drinks,Fanta,2023-03-04,621,1.85,1148.85
ORD960249,Reyes Coca-Cola Bottling,Safeway,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-20,449,2.09,938.41
ORD836364,Swire Coca-Cola,Walgreens,Atlanta,Georgia,Soft Drinks,Fanta,2023-12-22,297,2.97,882.09
